name,callsign,lat1,lat2,lat3,latNS,long1,long2,long3,longEW,city,state,country,access,month,year,control_tower,FSJA,FS100,SSJA,SS100,PSJA,PS100
Cox Field Airport,KPRX,33,38,11.8000,N,095,27,02.7000,W, Paris, Texas, USA ,Open to the public,08,1943,no,5.50,3.99,na,na,na,na
Skyway Manor Airport,T79,29,33,20.4600,N,095,19,37.5300,W, Pearland, Texas, USA ,Open to the public,02,1971,no,na,na,na,na,na,na
Mc Kinley Field Airport,T30,28,49,20.1000,N,099,06,32.5000,W, Pearsall, Texas, USA ,Open to the public,09,1955,no,na,na,na,na,na,na
Pecos Municipal Airport,KPEQ,31,22,56.6000,N,103,30,38.6000,W, Pecos, Texas, USA ,Open to the public,09,1938,no,7.02,5.69,na,na,na,na
Perryton Ochiltree County Airport,KPYX,36,24,46.5040,N,100,45,05.6750,W, Perryton, Texas, USA ,Open to the public,05,1942,no,na,na,na,na,5.45,5.20
Pineland Municipal Airport,T24,31,14,00.6790,N,093,58,54.6800,W, Pineland, Texas, USA ,Open to the public,03,1961,no,na,na,na,na,na,na
Yoakum County Airport,F98,33,13,01.9000,N,102,49,48.3000,W, Plains, Texas, USA ,Open to the public,04,1948,no,na,na,na,na,5.75,na
Hale County Airport,KPVW,34,10,05.3300,N,101,43,02.4100,W, Plainview, Texas, USA ,Open to the public,04,1945,no,5.45,3.85,na,na,na,na
Pleasanton Municipal Airport,KPEZ,28,57,15.1000,N,098,31,11.9000,W, Pleasanton, Texas, USA ,Open to the public,10,1970,no,na,5.19,na,na,na,na
Hicks Airport,74T,33,10,58.8400,N,097,15,16.6050,W, Ponder, Texas, USA ,Open to the public,09,1995,no,na,na,na,na,na,na
Mustang Beach Airport,KRAS,27,48,42.6000,N,097,05,19.5000,W, Port Aransas, Texas, USA ,Open to the public,12,1965,no,na,na,na,na,5.50,na
Port Isabel-Cameron County Airport,KPIL,26,09,58.3000,N,097,20,45.2000,W, Port Isabel, Texas, USA ,Open to the public,10,1943,no,6.59,5.90,na,na,na,na
Calhoun County Airport,KPKV,28,39,11.9000,N,096,40,57.8000,W, Port Lavaca, Texas, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Charles R Johnson Airport,T05,26,33,36.5600,N,097,26,21.3000,W, Port Mansfield, Texas, USA ,Open to the public,06,1958,no,na,na,na,na,na,na
Hunt Airport,9R5,27,53,12.0017,N,097,20,58.6898,W, Portland, Texas, USA ,Open to the public,12,1944,no,na,na,na,na,na,na
Post-Garza County Municipal Airport,5F1,33,12,11.9000,N,101,20,17.6000,W, Post, Texas, USA ,Open to the public,03,1967,no,na,na,na,na,na,na
Presidio Lely International Airport,KPRS,29,38,03.1650,N,104,21,41.3800,W, Presidio, Texas, USA ,Open to the public,11,1976,no,na,na,na,na,6.10,6.10
Big Bend Ranch State Park Airport,3T9,29,28,15.9000,N,103,56,11.1000,W, Presidio, Texas, USA ,Open to the public,07,1974,no,na,na,na,na,na,na
Quanah Municipal Airport,F01,34,16,37.5990,N,099,45,34.8540,W, Quanah, Texas, USA ,Open to the public,04,1948,no,na,na,na,na,5.25,na
Rockin M Airport,T14,32,57,08.9850,N,096,05,45.2150,W, Quinlan, Texas, USA ,Open to the public,11,1992,no,na,na,na,na,na,na
Ranger Municipal Airport,F23,32,27,05.3100,N,098,40,53.4450,W, Ranger, Texas, USA ,Open to the public,11,1938,no,na,na,na,na,na,na
Rankin Airport,49F,31,13,37.3000,N,101,57,10.5000,W, Rankin, Texas, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Rooke Field Airport,KRFG,28,17,44.9400,N,097,19,33.4990,W, Refugio, Texas, USA ,Open to the public,01,1945,no,na,na,na,na,5.95,na
Rhome Meadows Airport,T76,33,08,57.4320,N,097,29,46.0860,W, Rhome, Texas, USA ,Open to the public,06,1984,no,na,na,na,na,na,na
Fairview Airport,"70T(formerly 7TS0)",33,05,40.0000,N,097,25,38.0000,W, Rhome, Texas, USA ,Open to the public,08,1985,no,na,na,na,na,na,na
Rio Grande City Municipal Airport,67R,26,25,27.4200,N,098,50,45.8900,W, Rio Grande City, Texas, USA ,Open to the public,03,1971,no,na,na,na,na,na,na
Nueces County Airport,KRBO,27,46,41.3000,N,097,41,24.4000,W, Robstown, Texas, USA ,Open to the public,04,1947,no,na,na,na,na,5.60,5.05
H H Coffield Regional Airport,KRCK,30,37,52.9550,N,096,59,22.1550,W, Rockdale, Texas, USA ,Open to the public,05,1948,no,na,na,na,na,na,na
Aransas County Airport,KRKP,28,05,10.4000,N,097,02,37.3000,W, Rockport, Texas, USA ,Open to the public,04,1944,no,5.95,5.25,na,na,na,na
Edwards County Airport,KECU,29,56,48.9105,N,100,10,25.8768,W, Rocksprings, Texas, USA ,Open to the public,02,1977,no,na,na,na,na,na,na
Ralph M Hall/Rockwall Municipal Airport,F46,32,55,50.1400,N,096,26,07.7480,W, Rockwall, Texas, USA ,Open to the public,11,1962,no,5.50,5.05,na,na,na,na
Poetry Flying Ranch Airport,T48,32,52,05.2400,N,096,13,08.9100,W, Rockwall, Texas, USA ,Open to the public,11,1976,no,na,na,na,na,na,na
Lane Airpark,T54,29,31,23.9900,N,095,46,47.1300,W, Rosenberg, Texas, USA ,Open to the public,12,1946,no,5.35,4.89,na,na,na,na
Fisher County Airport,56F,32,49,27.5000,N,100,24,46.2000,W, Rotan/Roby, Texas, USA ,Open to the public,10,1975,no,na,na,na,na,na,na
Salado Airport,2TX,30,55,13.5000,N,097,32,24.0000,W, Salado, Texas, USA ,Open to the public,04,1975,no,na,na,na,na,na,na
San Angelo Regional Airport/Mathis Field,KSJT,31,21,27.8940,N,100,29,46.6950,W, San Angelo, Texas, USA ,Open to the public,09,1943,yes,6.87,5.76,na,na,na,na
San Antonio International Airport,KSAT,29,32,02.2500,N,098,28,08.6050,W, San Antonio, Texas, USA ,Open to the public,07,1942,yes,8.96,10.29,na,na,na,na
Kelly Field Airport,KSKF,29,23,03.2400,N,098,34,52.0200,W, San Antonio, Texas, USA ,Open to the public,11,1943,yes,na,na,na,na,5.29,na
Stinson Municipal Airport,KSSF,29,20,13.1330,N,098,28,15.7600,W, San Antonio, Texas, USA ,Open to the public,06,1938,yes,6.85,6.60,na,na,na,na
Boerne Stage Airfield,5C1,29,43,23.5885,N,098,41,40.4049,W, San Antonio, Texas, USA ,Open to the public,04,1987,no,na,5.34,na,na,na,na
Kestrel Airpark,1T7,29,48,42.3000,N,098,25,33.8000,W, San Antonio, Texas, USA ,Open to the public,06,1999,no,na,na,na,na,5.45,na
Twin-Oaks Airport,T94,29,34,12.6730,N,098,28,06.2010,W, San Antonio, Texas, USA ,Open to the public,03,1964,no,na,na,na,na,na,na
San Geronimo Airpark,8T8,29,30,36.7000,N,098,47,54.3000,W, San Antonio, Texas, USA ,Open to the public,05,1981,no,na,na,na,na,na,na
Horizon Airport,74R,29,17,04.5000,N,098,29,53.9000,W, San Antonio, Texas, USA ,Open to the public,04,1945,no,na,na,na,na,na,na
San Augustine County Airport,78R,31,32,25.5500,N,094,10,12.2400,W, San Augustine, Texas, USA ,Open to the public,06,1970,no,na,na,na,na,na,na
San Saba County Municipal Airport,81R,31,14,08.6830,N,098,43,03.6980,W, San Saba, Texas, USA ,Open to the public,08,1963,no,na,na,na,na,5.90,na
Ironhead Airport,T58,33,19,54.4170,N,097,13,49.0580,W, Sanger, Texas, USA ,Open to the public,12,1985,no,na,na,na,na,na,na
Vultures Row Airport,6X8,33,20,24.0000,N,097,06,11.0000,W, Sanger, Texas, USA ,Open to the public,08,1997,no,na,na,na,na,na,na
Flying C Airport,T87,33,20,32.0000,N,097,16,12.0000,W, Sanger, Texas, USA ,Open to the public,11,2000,no,na,na,na,na,na,na
Huber Airpark Civic Club LLC Airport,E70,29,36,08.6625,N,097,59,26.0270,W, Seguin, Texas, USA ,Open to the public,06,2000,no,6.40,5.19,na,na,na,na
Gaines County Airport,KGNC,32,40,31.2000,N,102,39,09.6000,W, Seminole, Texas, USA ,Open to the public,12,1978,no,na,na,na,na,na,na
Seymour Municipal Airport,60F,33,38,54.6600,N,099,15,40.7000,W, Seymour, Texas, USA ,Open to the public,10,1965,no,na,na,na,na,na,na
Shamrock Municipal Airport,2F1,35,14,04.6000,N,100,11,07.1000,W, Shamrock, Texas, USA ,Open to the public,02,1970,no,na,na,na,na,5.50,na
Sherman Municipal Airport,KSWI,33,37,26.9000,N,096,35,10.1000,W, Sherman, Texas, USA ,Open to the public,08,1937,no,na,na,na,na,5.02,na
North Texas Regional Airport/Perrin Field,KGYI,33,42,51.0880,N,096,40,27.6950,W, Sherman/Denison, Texas, USA ,Open to the public,12,1941,yes,6.49,5.34,na,na,na,na
Alfred C 'Bubba' Thomas Airport,T69,28,02,18.8407,N,097,32,33.0045,W, Sinton, Texas, USA ,Open to the public,04,1945,no,na,na,na,na,5.95,6.25
City of Slaton/Larry T Neal Memorial Airport,F49,33,29,06.8378,N,101,39,42.0400,W, Slaton, Texas, USA ,Open to the public,05,1968,no,6.65,4.93,na,na,na,na
Akroville Airport,"3TX(formerly XA68)",33,23,34.2623,N,097,21,13.8500,W, Slidell, Texas, USA ,Open to the public,03,2005,no,na,na,na,na,na,na
Cain Airport,T28,33,21,16.1800,N,097,26,20.6100,W, Slidell, Texas, USA ,Open to the public,02,2010,no,na,na,na,na,na,na
Smithville Crawford Municipal Airport,84R,30,01,41.5480,N,097,10,01.3410,W, Smithville, Texas, USA ,Open to the public,04,1971,no,na,na,na,na,5.85,na
Winston Field Airport,KSNK,32,41,36.2000,N,100,57,01.7000,W, Snyder, Texas, USA ,Open to the public,07,1950,no,5.09,4.60,na,na,na,na
Cannon Field Airport,53T,29,12,57.8640,N,098,32,58.0630,W, Somerset, Texas, USA ,Open to the public,09,1983,no,na,na,na,na,na,na
Sonora Municipal Airport,KSOA,30,35,08.5000,N,100,38,54.8000,W, Sonora, Texas, USA ,Open to the public,08,1958,no,na,na,na,na,6.95,7.50
Major Samuel B Cornelius Field Airport,E42,36,13,15.6000,N,101,11,40.2000,W, Spearman, Texas, USA ,Open to the public,06,1982,no,na,na,na,na,na,na
Spicewood Airport,88R,30,28,25.6150,N,098,07,17.1700,W, Spicewood, Texas, USA ,Open to the public,06,1972,no,na,na,na,na,5.68,na
Arledge Field Airport,F56,32,54,37.7000,N,099,44,03.0000,W, Stamford, Texas, USA ,Open to the public,09,1941,no,na,na,na,na,5.80,na
Stanton Municipal Airport,63F,32,10,24.8990,N,101,49,20.9000,W, Stanton, Texas, USA ,Open to the public,08,1971,no,na,na,na,na,na,na
Stephenville Clark Regional Airport,KSEP,32,12,55.2000,N,098,10,39.6000,W, Stephenville, Texas, USA ,Open to the public,05,1945,no,na,5.35,na,na,na,na
Stratford Field Airport,H70,36,20,44.3000,N,102,02,57.3000,W, Stratford, Texas, USA ,Open to the public,12,1946,no,na,na,na,na,na,na
Sulphur Springs Municipal Airport,KSLR,33,09,35.4000,N,095,37,16.1000,W, Sulphur Springs, Texas, USA ,Open to the public,01,1940,no,5.51,4.29,na,na,na,na
Sunray Airport,X43,36,01,45.1280,N,101,49,43.6160,W, Sunray, Texas, USA ,Open to the public,11,1960,no,na,na,na,na,na,na
Sunrise Beach Airport,2KL,30,35,57.2000,N,098,24,33.2000,W, Sunrise Beach Village, Texas, USA ,Open to the public,11,1960,no,na,na,na,na,na,na
Avenger Field Airport,KSWW,32,28,02.5000,N,100,27,59.6000,W, Sweetwater, Texas, USA ,Open to the public,12,1946,no,na,na,5.75,4.75,na,na
T-Bar Airport,2F4,33,10,51.6000,N,101,49,09.8000,W, Tahoka, Texas, USA ,Open to the public,03,1960,no,na,na,na,na,na,na
Taylor Municipal Airport,T74,30,34,21.5000,N,097,26,35.5000,W, Taylor, Texas, USA ,Open to the public,02,1946,no,5.20,na,na,na,na,na
Teague Municipal Airport,68F,31,39,42.3000,N,096,18,37.8000,W, Teague, Texas, USA ,Open to the public,06,1970,no,na,na,na,na,na,na
Draughon-Miller Central Texas Regional Airport,KTPL,31,09,06.8415,N,097,24,27.5866,W, Temple, Texas, USA ,Open to the public,07,1942,no,5.42,5.18,na,na,na,na
Terrell Municipal Airport,KTRL,32,42,30.5800,N,096,16,01.5400,W, Terrell, Texas, USA ,Open to the public,04,1941,no,5.50,5.05,na,na,na,na
Throckmorton Municipal Airport,72F,33,10,48.0150,N,099,08,59.1450,W, Throckmorton, Texas, USA ,Open to the public,05,1975,no,na,na,na,na,na,na
City of Tulia/Swisher County Municipal Airport,I06,34,34,00.5690,N,101,46,53.2600,W, Tulia, Texas, USA ,Open to the public,03,1945,no,na,na,na,na,5.70,na
Tyler Pounds Regional Airport,KTYR,32,21,12.7700,N,095,24,10.7200,W, Tyler, Texas, USA ,Open to the public,11,1937,yes,6.04,4.34,na,na,na,na
Garner Field Airport,KUVA,29,12,40.8000,N,099,44,36.9000,W, Uvalde, Texas, USA ,Open to the public,01,1942,no,6.20,5.30,na,na,na,na
Ox Ranch Airport,"10X(formerly 01TX)",29,27,41.3350,N,100,06,51.4410,W, Uvalde, Texas, USA ,Open to the public,09,2015,no,na,na,na,na,na,na
Culberson County Airport,KVHN,31,03,28.2000,N,104,47,01.7000,W, Van Horn, Texas, USA ,Open to the public,11,1943,no,6.50,5.40,na,na,na,na
Oldham County Airport,E52,35,13,50.5700,N,102,23,55.5650,W, Vega, Texas, USA ,Open to the public,05,1970,no,na,na,na,na,4.95,5.04
Wilbarger County Airport,F05,34,13,32.4000,N,099,17,01.5000,W, Vernon, Texas, USA ,Open to the public,02,1947,no,5.30,4.60,na,na,na,na
Victoria Regional Airport,KVCT,28,51,15.1410,N,096,55,07.4360,W, Victoria, Texas, USA ,Open to the public,12,1941,yes,6.15,6.25,na,na,na,na
Waco Regional Airport,KACT,31,36,43.9000,N,097,13,49.1000,W, Waco, Texas, USA ,Open to the public,07,1943,yes,6.95,6.99,na,na,na,na
Mc Gregor Executive Airport,KPWG,31,29,05.7000,N,097,18,59.5000,W, Waco, Texas, USA ,Open to the public,01,1940,no,6.65,5.50,na,na,na,na
TSTC Waco Airport,KCNW,31,38,16.1000,N,097,04,26.9000,W, Waco, Texas, USA ,Open to the public,05,1942,yes,6.10,4.91,na,na,na,na
Wings For Christ International Flight Academy Airport,73F,31,37,25.5950,N,097,01,20.9910,W, Waco, Texas, USA ,Open to the public,02,1965,no,na,na,na,na,na,na
Parker County Airport,KWEA,32,44,46.6321,N,097,40,56.8279,W, Weatherford, Texas, USA ,Open to the public,01,1961,no,na,na,na,na,5.75,na
Horseshoe Bend Airport,F78,32,34,22.4840,N,097,52,21.1220,W, Weatherford, Texas, USA ,Open to the public,08,1976,no,na,na,na,na,na,na
Marian Airpark,F06,34,50,41.5163,N,100,11,42.6877,W, Wellington, Texas, USA ,Open to the public,09,1947,no,na,na,6.80,na,na,na
Mid Valley Airport,"KTXW(formerly T65)",26,10,43.3470,N,097,58,26.4230,W, Weslaco, Texas, USA ,Open to the public,07,1945,no,5.75,3.90,na,na,na,na
Wharton Regional Airport,KARM,29,15,15.4000,N,096,09,15.8000,W, Wharton, Texas, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Gav Air Airport,94R,29,15,51.8250,N,096,00,26.0850,W, Wharton, Texas, USA ,Open to the public,06,1961,no,na,na,na,na,na,na
Wheeler Municipal Airport,T59,35,27,03.9000,N,100,11,59.7000,W, Wheeler, Texas, USA ,Open to the public,07,1985,no,na,na,na,na,na,na
Flying H Ranch Airport,T29,33,37,49.5350,N,096,56,27.4950,W, Whitesboro, Texas, USA ,Open to the public,12,2004,no,na,na,na,na,na,na
Sheppard Air Force Base/Wichita Falls Municipal Airport,KSPS,33,59,19.6820,N,098,29,30.8490,W, Wichita Falls, Texas, USA ,Open to the public,na,na,yes,6.39,5.34,na,na,na,na
Kickapoo Downtown Airport,KCWC,33,51,38.2200,N,098,29,25.4350,W, Wichita Falls, Texas, USA ,Open to the public,05,1940,no,6.13,5.04,na,na,na,na
Wichita Valley Airport,F14,33,56,51.3977,N,098,36,58.1316,W, Wichita Falls, Texas, USA ,Open to the public,03,1946,no,na,na,na,na,4.99,na
Van Zandt County Regional Airport,76F,32,40,53.1000,N,095,59,02.9000,W, Wills Point, Texas, USA ,Open to the public,08,1966,no,na,na,na,na,5.14,na
Winkler County Airport,KINK,31,46,47.3000,N,103,12,06.1000,W, Wink, Texas, USA ,Open to the public,08,1941,no,na,7.10,na,na,na,na
Chambers County/Winnie Stowell Airport,T90,29,49,07.8750,N,094,25,51.5250,W, Winnie/Stowell, Texas, USA ,Open to the public,07,1988,no,na,na,na,na,4.95,4.70
Winnsboro Municipal Airport,F51,32,56,19.7740,N,095,16,43.9230,W, Winnsboro, Texas, USA ,Open to the public,05,1971,no,na,na,na,na,6.50,6.10
Winters Municipal Airport,77F,31,56,49.8991,N,099,59,09.0602,W, Winters, Texas, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Southwest Lubbock Airport,"T96(formerly 96TS)",33,23,44.5900,N,102,00,33.6400,W, Wolfforth, Texas, USA ,Open to the public,04,2013,no,na,na,na,na,na,na
Tyler County Airport,09R,30,46,30.7220,N,094,27,30.7170,W, Woodville, Texas, USA ,Open to the public,10,1961,no,na,na,na,na,na,na
Yoakum Municipal Airport,T85,29,18,47.4000,N,097,08,18.3000,W, Yoakum, Texas, USA ,Open to the public,01,1970,no,na,na,na,na,na,na
Zapata County Airport,KAPY,26,58,07.6300,N,099,14,56.0700,W, Zapata, Texas, USA ,Open to the public,02,1987,no,na,na,na,na,na,na
Beaver Municipal Airport,U52,38,13,50.1000,N,112,40,31.5000,W, Beaver, Utah, USA ,Open to the public,05,1944,no,na,na,na,na,5.96,na
Blanding Municipal Airport,KBDG,37,35,00.0000,N,109,28,59.8000,W, Blanding, Utah, USA ,Open to the public,na,na,no,na,6.46,na,na,na,na
Bluff Airport,66V,37,15,18.0000,N,109,37,58.9000,W, Bluff, Utah, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Skypark Airport,KBTF,40,52,05.3369,N,111,55,38.9969,W, Bountiful, Utah, USA ,Open to the public,05,1945,no,6.29,5.39,na,na,na,na
Brigham City Regional Airport,KBMC,41,33,15.5000,N,112,03,44.1000,W, Brigham City, Utah, USA ,Open to the public,09,1940,no,6.10,5.70,na,na,na,na
Bryce Canyon Airport,KBCE,37,42,23.2090,N,112,08,44.8790,W, Bryce Canyon, Utah, USA ,Open to the public,11,1938,no,6.30,5.80,na,na,na,na
Cedar City Regional Airport,KCDC,37,42,03.4920,N,113,05,55.8630,W, Cedar City, Utah, USA ,Open to the public,01,1938,no,7.43,7.00,na,na,na,na
Delta Municipal Airport,KDTA,39,22,58.1880,N,112,30,07.9620,W, Delta, Utah, USA ,Open to the public,06,1943,no,na,na,na,na,5.55,4.95
Duchesne Municipal Airport,U69,40,11,37.0870,N,110,22,57.4460,W, Duchesne, Utah, USA ,Open to the public,05,1945,no,na,na,na,na,na,na
Dutch John Airport,33U,40,55,04.1250,N,109,23,26.3785,W, Dutch John, Utah, USA ,Open to the public,01,1962,no,na,na,na,na,na,na
Escalante Municipal Airport,1L7,37,44,43.3000,N,111,34,12.6000,W, Escalante, Utah, USA ,Open to the public,08,1957,no,na,na,na,na,8.00,na
West Desert Airpark,"UT9(formerly UT99)",40,14,35.7650,N,112,05,31.3900,W, Fairfield, Utah, USA ,Open to the public,10,2003,no,na,na,na,na,na,na
Fillmore Municipal Airport,KFOM,38,57,29.3000,N,112,21,47.3000,W, Fillmore, Utah, USA ,Open to the public,09,1941,no,na,na,na,na,5.96,4.80
Bullfrog Basin Airport,U07,37,32,44.9650,N,110,42,47.5170,W, Glen Canyon National Recreation Area, Utah, USA ,Open to the public,07,1969,no,na,na,na,na,na,na
Green River Municipal Airport,U34,38,57,42.0790,N,110,13,38.2360,W, Green River, Utah, USA ,Open to the public,07,1984,no,na,na,na,na,6.50,na
Cal Black Memorial Airport,U96,37,26,07.1000,N,110,33,51.4000,W, Halls Crossing, Utah, USA ,Open to the public,04,1992,no,6.75,6.55,na,na,na,na
Hanksville Airport,KHVE,38,25,09.9000,N,110,42,10.5000,W, Hanksville, Utah, USA ,Open to the public,03,1947,no,na,na,na,na,na,na
Heber Valley Airport,KHCR,40,28,54.5000,N,111,25,43.7000,W, Heber, Utah, USA ,Open to the public,11,1947,no,6.26,5.30,na,na,na,na
Huntington Municipal Airport,69V,39,21,40.4090,N,110,55,01.1300,W, Huntington, Utah, USA ,Open to the public,01,1948,no,na,na,na,na,6.00,na
General Dick Stout Field Airport,1L8,37,08,24.7753,N,113,18,21.8877,W, Hurricane, Utah, USA ,Open to the public,12,1964,no,na,na,na,na,6.24,6.25
Junction Airport,U13,38,14,59.9220,N,112,13,31.7300,W, Junction, Utah, USA ,Open to the public,12,1947,no,na,na,na,na,na,na
Kanab Municipal Airport,KKNB,37,00,37.8410,N,112,31,53.3200,W, Kanab, Utah, USA ,Open to the public,09,1948,no,na,na,na,na,6.30,na
Wayne Wonderland Airport,38U,38,21,46.4930,N,111,35,45.5520,W, Loa, Utah, USA ,Open to the public,12,1947,no,na,na,na,na,na,na
Logan-Cache Airport,KLGU,41,47,30.3740,N,111,51,05.9300,W, Logan, Utah, USA ,Open to the public,11,1937,no,6.40,5.70,na,na,na,na
Manila Airport,40U,40,59,11.0200,N,109,40,42.6970,W, Manila, Utah, USA ,Open to the public,11,1969,no,na,na,na,na,na,na
Manti-Ephraim Airport,41U,39,19,53.1000,N,111,36,45.4000,W, Manti, Utah, USA ,Open to the public,09,1941,no,na,na,na,na,6.29,5.14
Milford Municipal Airport/Ben and Judy Briscoe Field,KMLF,38,25,35.8881,N,113,00,47.7864,W, Milford, Utah, USA ,Open to the public,06,1941,no,na,na,na,na,6.40,6.10
Canyonlands Regional Airport,KCNY,38,45,27.4710,N,109,45,12.4650,W, Moab, Utah, USA ,Open to the public,08,1963,no,7.40,8.25,na,na,na,na
Monticello Airport,U64,37,55,56.7470,N,109,20,28.4070,W, Monticello, Utah, USA ,Open to the public,03,2011,no,na,na,na,na,na,na
Morgan County Airport,42U,41,08,55.2320,N,111,46,01.7350,W, Morgan, Utah, USA ,Open to the public,02,1960,no,na,na,na,na,na,na
Nephi Municipal Airport,U14,39,44,11.7000,N,111,52,12.2000,W, Nephi, Utah, USA ,Open to the public,05,1945,no,na,na,na,na,5.99,5.30
Ogden-Hinckley Airport,KOGD,41,11,42.2533,N,112,00,43.9010,W, Ogden, Utah, USA ,Open to the public,12,1941,yes,6.26,5.30,na,na,na,na
Panguitch Municipal Airport,U55,37,50,42.8000,N,112,23,31.0000,W, Panguitch, Utah, USA ,Open to the public,08,1965,no,na,na,na,na,na,na
Parowan Airport,1L9,37,51,34.7000,N,112,48,57.1000,W, Parowan, Utah, USA ,Open to the public,12,1947,no,na,na,na,na,6.60,6.35
Carbon County Regional Airport/Buck Davis Field,KPUC,39,36,50.0000,N,110,45,05.8000,W, Price, Utah, USA ,Open to the public,09,1941,no,6.90,6.95,na,na,na,na
Provo Municipal Airport,KPVU,40,13,09.0000,N,111,43,24.1000,W, Provo, Utah, USA ,Open to the public,09,1942,yes,7.75,6.56,na,na,na,na
Richfield Municipal Airport,KRIF,38,44,02.8000,N,112,06,05.7000,W, Richfield, Utah, USA ,Open to the public,03,1940,no,na,5.30,na,na,na,na
Roosevelt Municipal Airport,74V,40,16,42.2900,N,110,03,04.9580,W, Roosevelt, Utah, USA ,Open to the public,10,1975,no,na,na,na,na,6.25,5.75
Salina-Gunnison Airport,44U,39,01,44.8620,N,111,50,17.7300,W, Salina, Utah, USA ,Open to the public,01,1947,no,na,na,na,na,na,na
Salt Lake City International Airport,KSLC,40,47,18.2160,N,111,58,39.9840,W, Salt Lake City, Utah, USA ,Open to the public,11,1938,yes,6.26,5.30,na,na,na,na
South Valley Regional Airport,U42,40,37,10.3680,N,111,59,34.4010,W, Salt Lake City, Utah, USA ,Open to the public,05,1942,no,5.85,5.42,na,na,na,na
Spanish Fork Municipal Airport/Woodhouse Field,KSPK,40,08,42.1000,N,111,40,03.7000,W, Spanish Fork, Utah, USA ,Open to the public,10,2017,no,na,5.47,na,na,na,na
St George Regional Airport,KSGU,37,02,10.9610,N,113,30,37.0900,W, St George, Utah, USA ,Open to the public,01,2011,no,6.15,5.39,na,na,na,na
Bolinder Field-Tooele Valley Airport,KTVY,40,36,45.1920,N,112,21,02.7990,W, Tooele, Utah, USA ,Open to the public,07,1977,no,na,na,na,na,5.90,na
Vernal Regional Airport,KVEL,40,26,09.8800,N,109,30,41.1210,W, Vernal, Utah, USA ,Open to the public,05,1945,no,6.50,5.94,na,na,na,na
Wendover Airport,KENV,40,43,07.4110,N,114,01,43.2250,W, Wendover, Utah, USA ,Open to the public,02,1973,no,6.40,5.45,na,na,na,na
Virginia Highlands Airport,KVJI,36,41,13.5691,N,082,01,59.9761,W, Abingdon, Virginia, USA ,Open to the public,08,1986,no,6.13,5.60,na,na,na,na
Virginia Tech/Montgomery Executive Airport,KBCB,37,12,33.7920,N,080,24,43.5240,W, Blacksburg, Virginia, USA ,Open to the public,08,1937,no,6.31,5.92,na,na,na,na
Allen C Perkinson Airport/Blackstone Army Airfield,KBKT,37,04,29.1624,N,077,57,23.7544,W, Blackstone, Virginia, USA ,Open to the public,08,1937,yes,na,5.70,na,na,na,na
Bridgewater Air Park,KVBW,38,22,00.2550,N,078,57,37.2030,W, Bridgewater, Virginia, USA ,Open to the public,09,1947,no,na,na,na,na,na,na
Brookneal/Campbell County Airport,0V4,37,08,30.2000,N,079,00,59.0000,W, Brookneal, Virginia, USA ,Open to the public,10,1982,no,na,na,na,na,na,na
Lake Anna Airport,7W4,37,57,56.9500,N,077,44,45.2500,W, Bumpass, Virginia, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Charlottesville-Albemarle Airport,KCHO,38,08,22.7140,N,078,27,08.4390,W, Charlottesville, Virginia, USA ,Open to the public,na,na,yes,6.99,6.75,na,na,na,na
Chase City Municipal Airport,KCXE,36,47,18.0080,N,078,30,05.5930,W, Chase City, Virginia, USA ,Open to the public,09,1952,no,na,na,na,na,na,na
Lake Country Regional Airport,W63,36,35,44.6550,N,078,33,36.5090,W, Clarksville, Virginia, USA ,Open to the public,03,1961,no,na,na,na,na,6.59,na
Crewe Municipal Airport,W81,37,10,51.6440,N,078,05,54.5089,W, Crewe, Virginia, USA ,Open to the public,01,1964,no,na,na,5.85,na,na,na
Culpeper Regional Airport,KCJR,38,31,31.7000,N,077,51,34.7000,W, Culpeper, Virginia, USA ,Open to the public,01,1969,no,5.80,5.90,na,na,na,na
Danville Regional Airport,KDAN,36,34,20.9000,N,079,20,10.5000,W, Danville, Virginia, USA ,Open to the public,10,1937,no,6.79,6.15,na,na,na,na
New River Valley Airport,KPSK,37,08,14.4110,N,080,40,42.5260,W, Dublin, Virginia, USA ,Open to the public,07,1961,no,5.89,5.89,na,na,na,na
Emporia-Greensville Regional Airport,KEMV,36,41,12.6890,N,077,28,57.8960,W, Emporia, Virginia, USA ,Open to the public,10,1943,no,na,na,5.99,5.69,na,na
Farmville Regional Airport,KFVX,37,21,27.1000,N,078,26,16.1000,W, Farmville, Virginia, USA ,Open to the public,na,na,no,na,na,na,na,6.36,5.69
New London Airport,W90,37,16,18.2200,N,079,20,09.2400,W, Forest, Virginia, USA ,Open to the public,11,1960,no,na,na,na,na,na,na
Franklin Regional Airport,KFKN,36,42,01.0670,N,076,54,07.6880,W, Franklin, Virginia, USA ,Open to the public,08,1937,no,5.95,5.45,na,na,na,na
Shannon Airport,KEZF,38,15,58.4000,N,077,26,57.8000,W, Fredericksburg, Virginia, USA ,Open to the public,09,1950,no,6.79,5.99,na,na,na,na
