name,callsign,lat1,lat2,lat3,latNS,long1,long2,long3,longEW,city,state,country,access,month,year,control_tower,FSJA,FS100,SSJA,SS100,PSJA,PS100
Searcy Municipal Airport,KSRC,35,12,38.1950,N,091,44,15.1420,W, Searcy, Arkansas, USA ,Open to the public,04,1946,no,6.20,6.26,na,na,na,na
Sheridan-Grant County Regional Airport,9M8,34,19,39.1000,N,092,21,04.8000,W, Sheridan, Arkansas, USA ,Open to the public,05,1982,no,na,na,na,na,5.25,na
Smith's International Airport,99A,34,24,22.4000,N,091,57,31.5000,W, Sherrill, Arkansas, USA ,Open to the public,12,1991,no,na,na,na,na,na,na
Smith Field Airport,KSLG,36,11,30.7000,N,094,29,24.0000,W, Siloam Springs, Arkansas, USA ,Open to the public,03,1963,no,5.40,4.90,na,na,na,na
Springdale Municipal Airport,KASG,36,10,35.0000,N,094,07,09.3000,W, Springdale, Arkansas, USA ,Open to the public,04,1944,yes,6.30,5.20,na,na,na,na
Star City Municipal Airport,55M,33,55,35.1000,N,091,51,40.0000,W, Star City, Arkansas, USA ,Open to the public,12,1980,no,na,na,na,na,5.20,na
Wilson Airport,4F8,33,26,35.5000,N,093,03,15.5000,W, Stephens, Arkansas, USA ,Open to the public,06,1967,no,na,na,na,na,na,na
Stuttgart Municipal Airport / Carl Humphrey Field,KSGT,34,35,58.1227,N,091,34,30.0010,W, Stuttgart, Arkansas, USA ,Open to the public,10,1943,no,na,5.34,na,na,na,na
Texarkana Regional Airport-Webb Field,KTXK,33,27,13.4000,N,093,59,27.7000,W, Texarkana, Arkansas, USA ,Open to the public,04,1940,yes,7.77,6.49,na,na,na,na
Waldron Municipal Airport,M27,34,52,33.6000,N,094,06,32.0000,W, Waldron, Arkansas, USA ,Open to the public,12,1970,no,na,na,na,na,na,na
Walnut Ridge Regional Airport,KARG,36,07,28.8000,N,090,55,30.4000,W, Walnut Ridge, Arkansas, USA ,Open to the public,10,1943,no,5.91,5.49,na,na,na,na
Warren Municipal Airport,3M9,33,33,37.5960,N,092,05,07.3990,W, Warren, Arkansas, USA ,Open to the public,11,1964,no,na,na,na,na,na,na
Sally Wofford Airport,8M2,35,35,24.9800,N,090,54,49.2200,W, Weiner, Arkansas, USA ,Open to the public,09,1945,no,na,na,na,na,na,na
West Memphis Municipal Airport,KAWM,35,08,06.2000,N,090,14,04.0000,W, West Memphis, Arkansas, USA ,Open to the public,02,1964,no,5.81,4.37,na,na,na,na
Eric Marcus Municipal Airport,P01,32,27,10.4000,N,112,51,41.1000,W, Ajo, Arizona, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Bagdad Airport,E51,34,35,34.4200,N,113,10,19.0150,W, Bagdad, Arizona, USA ,Open to the public,06,1950,no,na,na,na,na,na,na
Benson Municipal Airport,E95,31,59,58.0000,N,110,21,28.7000,W, Benson, Arizona, USA ,Open to the public,11,1999,no,na,na,na,na,6.01,5.22
Bisbee Municipal Airport,P04,31,21,50.3650,N,109,52,59.2630,W, Bisbee, Arizona, USA ,Open to the public,05,1954,no,na,na,na,na,na,na
Buckeye Municipal Airport,KBXK,33,25,21.1220,N,112,41,10.4420,W, Buckeye, Arizona, USA ,Open to the public,na,na,no,na,na,na,na,6.05,na
Laughlin/Bullhead International Airport,KIFP,35,09,16.6120,N,114,33,33.5960,W, Bullhead City, Arizona, USA ,Open to the public,na,na,yes,7.25,6.42,na,na,na,na
Sun Valley Airport,A20,35,00,20.3000,N,114,33,54.1000,W, Bullhead City, Arizona, USA ,Open to the public,na,na,no,na,na,na,na,5.95,na
Eagle Airpark,A09,34,53,17.4000,N,114,36,59.9000,W, Bullhead City, Arizona, USA ,Open to the public,04,1993,no,na,na,na,na,na,na
Casa Grande Municipal Airport,KCGZ,32,57,17.6000,N,111,46,00.6000,W, Casa Grande, Arizona, USA ,Open to the public,na,na,no,6.40,5.10,na,na,na,na
Chandler Municipal Airport,KCHD,33,16,08.7460,N,111,48,40.0360,W, Chandler, Arizona, USA ,Open to the public,na,na,yes,6.97,6.72,na,na,na,na
Stellar Airpark,P19,33,17,55.5760,N,111,54,56.8350,W, Chandler, Arizona, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Chinle Municipal Airport,E91,36,06,33.5000,N,109,34,31.7000,W, Chinle, Arizona, USA ,Open to the public,08,1999,no,na,na,na,na,na,na
Cibecue Airport,Z95,34,00,12.0000,N,110,26,39.0000,W, Cibecue, Arizona, USA ,Open to the public,10,2000,no,na,na,na,na,na,na
Greenlee County Airport,KCFT,32,57,25.3391,N,109,12,40.1843,W, Clifton/Morenci, Arizona, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Colorado City Municipal Airport,KAZC,36,57,35.8000,N,113,00,50.0000,W, Colorado City, Arizona, USA ,Open to the public,na,na,no,6.75,6.15,na,na,na,na
Coolidge Municipal Airport,P08,32,56,09.6860,N,111,25,35.3020,W, Coolidge, Arizona, USA ,Open to the public,na,na,no,na,na,na,na,5.67,4.38
Cottonwood Airport,P52,34,43,48.2020,N,112,02,06.4940,W, Cottonwood, Arizona, USA ,Open to the public,02,1943,no,na,na,na,na,6.25,na
Douglas Municipal Airport,KDGL,31,20,33.3700,N,109,30,23.2360,W, Douglas, Arizona, USA ,Open to the public,04,1940,no,na,na,na,na,na,na
Cochise College Airport,P03,31,22,16.7300,N,109,41,23.8300,W, Douglas, Arizona, USA ,Open to the public,08,1973,no,na,na,na,na,na,na
Bisbee Douglas International Airport,KDUG,31,28,08.2000,N,109,36,13.5000,W, Douglas/Bisbee, Arizona, USA ,Open to the public,09,1942,no,na,na,na,na,6.60,6.25
Eloy Municipal Airport,E60,32,48,24.1985,N,111,35,11.8546,W, Eloy, Arizona, USA ,Open to the public,02,1969,no,na,na,na,na,5.60,4.20
Flagstaff Pulliam Airport,KFLG,35,08,25.1370,N,111,40,09.2690,W, Flagstaff, Arizona, USA ,Open to the public,11,1948,yes,6.99,6.94,na,na,na,na
Sierra Vista Municipal Airport-Libby Army Airfield,KFHU,31,35,18.5000,N,110,20,39.8000,W, Fort Huachuca / Sierra Vista, Arizona, USA ,Open to the public,11,1972,yes,7.05,6.65,na,na,na,na
Gila Bend Municipal Airport,E63,32,57,36.6100,N,112,40,25.0950,W, Gila Bend, Arizona, USA ,Open to the public,01,1966,no,na,na,na,na,5.17,na
Glendale Municipal Airport,KGEU,33,31,36.9000,N,112,17,42.5000,W, Glendale, Arizona, USA ,Open to the public,06,1986,yes,6.75,6.14,na,na,na,na
San Carlos Apache Airport,P13,33,21,11.3000,N,110,40,02.5000,W, Globe, Arizona, USA ,Open to the public,03,1941,no,na,na,na,na,na,na
Phoenix Goodyear Airport,KGYR,33,25,23.8000,N,112,22,31.3000,W, Goodyear, Arizona, USA ,Open to the public,na,na,yes,6.99,7.89,na,na,na,na
Valle Airport,40G,35,39,02.3250,N,112,08,52.9950,W, Grand Canyon, Arizona, USA ,Open to the public,12,1992,no,na,na,na,na,na,na
Grand Canyon National Park Airport,KGCN,35,57,08.5000,N,112,08,49.1000,W, Grand Canyon, Arizona, USA ,Open to the public,05,1962,yes,6.99,6.94,na,na,na,na
Holbrook Municipal Airport,P14,34,56,26.6000,N,110,08,18.6000,W, Holbrook, Arizona, USA ,Open to the public,03,1943,no,5.99,5.86,na,na,na,na
Kayenta Airport,0V7,36,42,59.2000,N,110,13,42.4000,W, Kayenta, Arizona, USA ,Open to the public,07,1958,no,na,na,na,na,na,na
Kearny Airport,E67,33,02,49.9000,N,110,54,32.6000,W, Kearny, Arizona, USA ,Open to the public,05,1962,no,na,na,na,na,na,na
Kingman Airport,KIGM,35,15,34.1210,N,113,56,16.9810,W, Kingman, Arizona, USA ,Open to the public,09,1943,no,6.76,5.34,na,na,na,na
Lake Havasu City Airport,KHII,34,34,16.0460,N,114,21,29.7970,W, Lake Havasu City, Arizona, USA ,Open to the public,05,1991,no,6.60,5.65,na,na,na,na
Marana Regional Airport,KAVQ,32,24,34.4000,N,111,13,06.2000,W, Marana, Arizona, USA ,Open to the public,na,na,no,7.30,6.45,na,na,na,na
Pinal Airpark,KMZJ,32,30,35.4000,N,111,19,31.2000,W, Marana, Arizona, USA ,Open to the public,03,1943,no,6.95,6.88,na,na,na,na
Marble Canyon Airport,L41,36,48,38.9000,N,111,38,40.0000,W, Marble Canyon, Arizona, USA ,Open to the public,06,1948,no,na,na,na,na,na,na
Ak-Chin Regional Airport,A39,32,59,25.9750,N,111,55,08.0450,W, Maricopa, Arizona, USA ,Open to the public,05,1999,no,na,na,na,na,5.37,na
Pearce Ferry Airport,L25,36,05,35.6000,N,114,02,48.2000,W, Meadview, Arizona, USA ,Open to the public,10,1980,no,na,na,na,na,na,na
Falcon Field Airport,KFFZ,33,27,39.0260,N,111,43,41.9710,W, Mesa, Arizona, USA ,Open to the public,12,1941,yes,6.97,6.72,na,na,na,na
Nogales International Airport,KOLS,31,25,03.8000,N,110,50,52.4000,W, Nogales, Arizona, USA ,Open to the public,04,1940,no,7.50,6.00,na,na,na,na
Page Municipal Airport,KPGA,36,55,33.8500,N,111,26,54.0620,W, Page, Arizona, USA ,Open to the public,09,1957,no,6.72,6.29,na,na,na,na
Avi Suquilla Airport,P20,34,08,59.4000,N,114,16,04.2000,W, Parker, Arizona, USA ,Open to the public,04,1940,no,6.37,5.32,na,na,na,na
Payson Airport,KPAN,34,15,24.6110,N,111,20,21.3210,W, Payson, Arizona, USA ,Open to the public,05,1964,no,na,na,na,na,na,na
Grand Canyon West Airport,1G4,35,59,10.0000,N,113,49,00.9000,W, Peach Springs, Arizona, USA ,Open to the public,10,1988,no,na,na,na,na,na,na
Grand Canyon Caverns Airport,L37,35,31,38.0450,N,113,14,51.0100,W, Peach Springs, Arizona, USA ,Open to the public,05,1974,no,na,na,na,na,na,na
Phoenix-Mesa Gateway Airport,KIWA,33,18,28.1660,N,111,39,19.6530,W, Phoenix, Arizona, USA ,Open to the public,12,1993,yes,6.65,5.16,na,na,na,na
Phoenix Sky Harbor International Airport,KPHX,33,26,03.4000,N,112,00,41.7000,W, Phoenix, Arizona, USA ,Open to the public,04,1940,yes,6.97,6.72,na,na,na,na
Phoenix Deer Valley Airport,KDVT,33,41,17.9000,N,112,04,57.2000,W, Phoenix, Arizona, USA ,Open to the public,09,1959,yes,6.65,5.16,na,na,na,na
Flying J Ranch Airport,E37,32,50,52.2360,N,109,52,54.2930,W, Pima, Arizona, USA ,Open to the public,04,1977,no,na,na,na,na,na,na
Polacca Airport,P10,35,47,29.8000,N,110,25,24.2000,W, Polacca, Arizona, USA ,Open to the public,07,1948,no,na,na,na,na,na,na
Prescott Regional Airport - Ernest A Love Field,KPRC,34,39,17.4000,N,112,25,09.2000,W, Prescott, Arizona, USA ,Open to the public,04,1940,yes,7.52,7.48,na,na,na,na
Safford Regional Airport,KSAD,32,51,12.0280,N,109,38,06.2950,W, Safford, Arizona, USA ,Open to the public,07,1942,no,6.65,5.95,na,na,na,na
Rolle Airfield,44A,32,30,58.7000,N,114,41,54.2000,W, San Luis, Arizona, USA ,Open to the public,10,1985,no,na,na,na,na,na,na
San Manuel Airport,E77,32,38,11.1850,N,110,38,50.2356,W, San Manuel, Arizona, USA ,Open to the public,na,na,no,na,na,na,na,7.05,na
Scottsdale Airport,KSDL,33,37,22.4000,N,111,54,37.9000,W, Scottsdale, Arizona, USA ,Open to the public,03,1943,yes,6.65,5.16,na,na,na,na
Sedona Airport,KSEZ,34,50,54.9210,N,111,47,18.4110,W, Sedona, Arizona, USA ,Open to the public,05,1956,no,6.99,6.94,na,na,na,na
Seligman Airport,P23,35,20,06.2700,N,112,53,11.3900,W, Seligman, Arizona, USA ,Open to the public,03,1961,no,na,na,na,na,na,na
Sells Airport,E78,31,55,57.3000,N,111,53,39.3000,W, Sells, Arizona, USA ,Open to the public,04,1940,no,na,na,na,na,na,na
Show Low Regional Airport,KSOW,34,15,55.6980,N,110,00,20.3850,W, Show Low, Arizona, USA ,Open to the public,12,1946,no,5.99,5.86,na,na,na,na
Springerville Municipal Airport,KJTC,34,07,45.9000,N,109,18,39.1000,W, Springerville, Arizona, USA ,Open to the public,na,na,no,na,5.18,na,na,na,na
St Johns Industrial Air Park,KSJN,34,31,06.8000,N,109,22,43.5000,W, St Johns, Arizona, USA ,Open to the public,04,1940,no,na,na,5.95,5.50,na,na
Superior Municipal Airport,E81,33,16,40.2020,N,111,07,37.4340,W, Superior, Arizona, USA ,Open to the public,04,1945,no,na,na,na,na,na,na
Taylor Airport,KTYL,34,27,09.8360,N,110,06,54.1270,W, Taylor, Arizona, USA ,Open to the public,06,1976,no,na,na,5.60,na,na,na
Temple Bar Airport,U30,36,01,13.6000,N,114,20,05.7000,W, Temple Bar, Arizona, USA ,Open to the public,08,1961,no,na,na,na,na,na,na
Tombstone Municipal Airport,P29,31,40,16.7250,N,110,01,17.4550,W, Tombstone, Arizona, USA ,Open to the public,08,1948,no,na,na,na,na,5.75,7.25
Tuba City Airport,T03,36,05,33.5000,N,111,22,59.1000,W, Tuba City, Arizona, USA ,Open to the public,08,1992,no,na,na,na,na,na,na
Tucson International Airport,KTUS,32,06,57.8490,N,110,56,27.6500,W, Tucson, Arizona, USA ,Open to the public,11,1941,yes,8.45,7.17,na,na,na,na
Ryan Field Airport,KRYN,32,08,31.9600,N,111,10,28.4850,W, Tucson, Arizona, USA ,Open to the public,03,1943,yes,7.95,7.00,na,na,na,na
Whiteriver Airport,E24,33,48,38.1900,N,109,59,08.6770,W, Whiteriver, Arizona, USA ,Open to the public,04,1940,no,na,na,na,na,na,na
Grand Canyon Bar Ten Airstrip,1Z1,36,15,23.4000,N,113,13,51.2000,W, Whitmore, Arizona, USA ,Open to the public,11,1986,no,na,na,na,na,na,na
Wickenburg Municipal Airport,E25,33,58,14.2656,N,112,47,42.3233,W, Wickenburg, Arizona, USA ,Open to the public,05,1969,no,na,5.84,na,na,na,na
Cochise County Airport,P33,32,14,43.5000,N,109,53,40.7000,W, Willcox, Arizona, USA ,Open to the public,03,1945,no,na,na,6.15,5.95,na,na
H A Clark Memorial Field Airport,KCMR,35,18,19.7770,N,112,11,39.6520,W, Williams, Arizona, USA ,Open to the public,11,1942,no,na,5.89,na,na,na,na
Window Rock Airport,KRQE,35,39,07.4000,N,109,04,02.6000,W, Window Rock, Arizona, USA ,Open to the public,04,1944,no,na,na,na,na,na,na
Winslow-Lindbergh Regional Airport,KINW,35,01,18.8750,N,110,43,21.0568,W, Winslow, Arizona, USA ,Open to the public,04,1940,no,5.99,5.86,na,na,na,na
Yuma Marine Corps Air Station/Yuma International Airport,KNYL,32,39,23.6660,N,114,36,21.5540,W, Yuma, Arizona, USA ,Open to the public,04,1940,yes,7.19,6.08,na,na,na,na
Adin Airport,A26,41,11,11.4000,N,120,57,15.8000,W, Adin, California, USA ,Open to the public,06,1950,no,na,na,na,na,na,na
Agua Caliente Springs Airport,L54,32,57,20.5000,N,116,17,41.0000,W, Agua Caliente Springs, California, USA ,Open to the public,07,1960,no,na,na,na,na,na,na
Agua Dulce Airport,L70,34,30,12.6534,N,118,18,47.3658,W, Agua Dulce, California, USA ,Open to the public,10,1958,no,na,na,na,na,6.37,na
Alturas Municipal Airport,KAAT,41,28,58.3000,N,120,33,55.5000,W, Alturas, California, USA ,Open to the public,10,1941,no,na,na,na,na,na,na
California Pines Airport,A24,41,24,44.1350,N,120,41,01.9900,W, Alturas, California, USA ,Open to the public,01,1970,no,na,na,na,na,na,na
Angwin Airport-Parrett Field,2O3,38,34,48.1000,N,122,26,07.7000,W, Angwin, California, USA ,Open to the public,03,1961,no,na,na,na,na,6.60,na
Apple Valley Airport,KAPV,34,34,31.2000,N,117,11,10.3000,W, Apple Valley, California, USA ,Open to the public,02,1970,no,5.65,5.13,na,na,na,na
California Redwood Coast-Humboldt County Airport,KACV,40,58,40.1750,N,124,06,30.4890,W, Arcata/Eureka, California, USA ,Open to the public,03,1943,no,na,na,na,na,na,na
Castle Airport,KMER,37,22,49.7440,N,120,34,05.4710,W, Atwater, California, USA ,Open to the public,07,1942,yes,7.34,6.77,na,na,na,na
Auburn Municipal Airport,KAUN,38,57,17.4000,N,121,04,54.2000,W, Auburn, California, USA ,Open to the public,05,1941,no,6.49,6.85,na,na,na,na
Catalina Airport,KAVX,33,24,17.9900,N,118,24,56.7700,W, Avalon, California, USA ,Open to the public,06,1941,no,na,na,na,na,na,na
Baker Airport,0O2,35,17,10.6000,N,116,04,52.9000,W, Baker, California, USA ,Open to the public,01,1963,no,na,na,na,na,na,na
Meadows Field Airport,KBFL,35,26,01.9000,N,119,03,27.6000,W, Bakersfield, California, USA ,Open to the public,04,1940,yes,7.55,7.23,na,na,na,na
Bakersfield Municipal Airport,L45,35,19,29.5490,N,118,59,45.6790,W, Bakersfield, California, USA ,Open to the public,06,1947,no,5.68,4.55,na,na,na,na
Banning Municipal Airport,KBNG,33,55,21.2000,N,116,51,03.5000,W, Banning, California, USA ,Open to the public,04,1940,no,na,na,na,na,6.56,na
Nervino Airport,O02,39,49,06.7000,N,120,21,10.1000,W, Beckwourth, California, USA ,Open to the public,04,1940,no,na,na,na,na,5.97,6.47
Southard Field Airport,O55,41,08,22.3450,N,121,07,26.5800,W, Bieber, California, USA ,Open to the public,09,1946,no,na,na,na,na,na,na
Big Bear City Airport,L35,34,15,49.6000,N,116,51,21.7000,W, Big Bear City, California, USA ,Open to the public,03,1943,no,na,5.05,na,na,na,na
Bishop Airport,KBIH,37,22,23.2000,N,118,21,49.0000,W, Bishop, California, USA ,Open to the public,04,1940,no,5.43,6.84,na,na,na,na
Blythe Airport,KBLH,33,37,09.0000,N,114,43,00.8000,W, Blythe, California, USA ,Open to the public,04,1940,no,8.63,6.97,na,na,na,na
Boonville Airport,D83,39,00,50.2301,N,123,22,53.5917,W, Boonville, California, USA ,Open to the public,08,1962,no,na,na,na,na,na,na
Borrego Valley Airport,L08,33,15,32.5000,N,116,19,15.5000,W, Borrego Springs, California, USA ,Open to the public,04,1947,no,na,na,na,na,5.42,na
Brawley Municipal Airport,KBWC,32,59,34.5750,N,115,31,02.1480,W, Brawley, California, USA ,Open to the public,04,1940,no,6.25,na,na,na,na,na
Bryant Field Airport,O57,38,15,52.7531,N,119,13,21.8320,W, Bridgeport, California, USA ,Open to the public,07,1944,no,na,na,na,na,na,na
Bob Hope Airport,KBUR,34,12,02.5000,N,118,21,31.2000,W, Burbank, California, USA ,Open to the public,12,1942,yes,9.05,6.36,na,na,na,na
Elk Hills-Buttonwillow Airport,L62,35,21,12.4000,N,119,28,47.0000,W, Buttonwillow, California, USA ,Open to the public,12,1970,no,na,na,na,na,na,na
Byron Airport,C83,37,49,42.4000,N,121,37,33.0000,W, Byron, California, USA ,Open to the public,11,1994,no,na,na,na,na,6.25,na
Calexico International Airport,KCXL,32,40,02.8000,N,115,31,03.3000,W, Calexico, California, USA ,Open to the public,10,1947,no,6.00,5.89,na,na,na,na
California City Municipal Airport,L71,35,09,04.5000,N,118,01,00.0000,W, California City, California, USA ,Open to the public,05,1963,no,na,na,na,na,6.25,5.80
Cliff Hatfield Memorial Airport,KCLR,33,07,52.8000,N,115,31,17.0000,W, Calipatria, California, USA ,Open to the public,11,1941,no,na,na,na,na,na,na
Camarillo Airport,KCMA,34,12,49.5300,N,119,05,39.6750,W, Camarillo, California, USA ,Open to the public,12,1976,yes,6.39,4.49,na,na,na,na
Cameron Park Airport,O61,38,41,02.4000,N,120,59,15.1000,W, Cameron Park, California, USA ,Open to the public,12,1967,no,na,na,na,na,5.99,na
Mc Clellan-Palomar Airport,KCRQ,33,07,41.7000,N,117,16,48.3000,W, Carlsbad, California, USA ,Open to the public,05,1959,yes,7.99,4.77,na,na,na,na
Cedarville Airport,O59,41,33,13.0000,N,120,09,56.2000,W, Cedarville, California, USA ,Open to the public,05,1950,no,na,na,na,na,na,na
Chemehuevi Valley Airport,49X,34,31,44.0000,N,114,25,55.1000,W, Chemehuevi Valley, California, USA ,Open to the public,07,1990,no,na,na,na,na,na,na
Rogers Field Airport,O05,40,16,56.5000,N,121,14,28.2000,W, Chester, California, USA ,Open to the public,04,1940,no,na,5.50,na,na,na,na
Chico Regional Airport,KCIC,39,47,43.4000,N,121,51,30.3000,W, Chico, California, USA ,Open to the public,04,1987,yes,7.35,6.73,na,na,na,na
Chino Airport,KCNO,33,58,29.2055,N,117,38,11.3382,W, Chino, California, USA ,Open to the public,06,1941,yes,6.08,5.54,na,na,na,na
Chiriaco Summit Airport,L77,33,39,53.3200,N,115,42,37.4900,W, Chiriaco Summit, California, USA ,Open to the public,04,1943,no,na,na,na,na,na,na
Chowchilla Airport,2O6,37,06,47.8000,N,120,14,49.2000,W, Chowchilla, California, USA ,Open to the public,08,1949,no,na,na,na,na,na,na
Cloverdale Municipal Airport,O60,38,46,34.6000,N,122,59,33.4000,W, Cloverdale, California, USA ,Open to the public,11,1962,no,na,na,na,na,6.20,na
Harris Ranch Airport,3O8,36,14,53.2000,N,120,14,18.5000,W, Coalinga, California, USA ,Open to the public,03,1981,no,na,na,na,na,na,na
New Coalinga Municipal Airport,C80,36,09,43.6000,N,120,17,41.4000,W, Coalinga, California, USA ,Open to the public,10,1996,no,na,na,na,na,na,na
Columbia Airport,O22,38,01,49.5000,N,120,24,52.4000,W, Columbia, California, USA ,Open to the public,04,1940,no,5.84,5.70,na,na,na,na
Colusa County Airport,O08,39,10,44.4000,N,121,59,36.0000,W, Colusa, California, USA ,Open to the public,08,1962,no,na,na,na,na,6.12,na
Compton/Woodley Airport,KCPM,33,53,23.7000,N,118,14,37.7000,W, Compton, California, USA ,Open to the public,na,na,no,6.32,na,na,na,na,na
Buchanan Field Airport,KCCR,37,59,22.7640,N,122,03,24.8480,W, Concord, California, USA ,Open to the public,07,1944,yes,6.98,na,na,na,na,na
Corning Municipal Airport,0O4,39,56,45.9890,N,122,10,16.0200,W, Corning, California, USA ,Open to the public,04,1940,no,na,na,na,na,na,na
Corona Municipal Airport,KAJO,33,53,51.5547,N,117,36,08.7831,W, Corona, California, USA ,Open to the public,04,1960,no,na,na,na,na,na,na
Round Valley Airport,O09,39,47,25.8000,N,123,15,58.8000,W, Covelo, California, USA ,Open to the public,04,1940,no,na,na,na,na,na,na
Jack Mc Namara Field Airport,KCEC,41,46,48.6000,N,124,14,11.5000,W, Crescent City, California, USA ,Open to the public,08,1943,no,na,7.42,na,na,na,na
Barstow-Daggett Airport,KDAG,34,51,13.4000,N,116,47,12.1000,W, Daggett, California, USA ,Open to the public,05,1941,no,na,6.80,na,na,na,na
University Airport,KEDU,38,31,53.2640,N,121,47,11.3340,W, Davis, California, USA ,Open to the public,06,1946,no,na,na,na,na,6.84,na
Yolo County Airport,KDWA,38,34,45.8000,N,121,51,25.0000,W, Davis/Woodland/Winters, California, USA ,Open to the public,04,1949,no,na,4.99,na,na,na,na
Furnace Creek Airport,L06,36,27,37.8000,N,116,52,47.3000,W, Death Valley National Park, California, USA ,Open to the public,05,1953,no,na,na,na,na,na,na
Stovepipe Wells Airport,L09,36,36,13.8000,N,117,09,33.2000,W, Death Valley National Park, California, USA ,Open to the public,03,1948,no,na,na,na,na,na,na
Delano Municipal Airport,KDLO,35,44,44.0000,N,119,14,11.4000,W, Delano, California, USA ,Open to the public,04,1940,no,na,na,na,na,5.59,5.25
Dinsmore Airport,D63,40,29,31.3760,N,123,35,53.5970,W, Dinsmore, California, USA ,Open to the public,09,1956,no,na,na,na,na,na,na
Butte Valley Airport,A32,41,53,14.1000,N,121,58,32.1000,W, Dorris, California, USA ,Open to the public,05,1950,no,na,na,na,na,na,na
Dunsmuir Municipal-Mott Airport,1O6,41,15,46.5100,N,122,16,19.3350,W, Dunsmuir, California, USA ,Open to the public,05,1941,no,na,na,na,na,na,na
San Gabriel Valley Airport,KEMT,34,05,09.6320,N,118,02,05.4430,W, El Monte, California, USA ,Open to the public,04,1944,yes,na,na,na,na,5.98,na
Blue Canyon - Nyack Airport,KBLU,39,16,29.9000,N,120,42,35.1000,W, Emigrant Gap, California, USA ,Open to the public,05,1941,no,na,na,na,na,na,na
Murray Field Airport,KEKA,40,48,12.2330,N,124,06,46.0450,W, Eureka, California, USA ,Open to the public,04,1940,no,na,na,na,na,na,na
Samoa Field Airport,O33,40,46,51.1000,N,124,12,44.2000,W, Eureka, California, USA ,Open to the public,02,1944,no,na,na,na,na,na,na
Kneeland Airport,O19,40,43,08.2270,N,123,55,37.9810,W, Eureka, California, USA ,Open to the public,09,1964,no,na,na,na,na,na,na
Fall River Mills Airport,O89,41,01,02.5000,N,121,26,05.9000,W, Fall River Mills, California, USA ,Open to the public,06,1941,no,na,na,na,na,na,na
Fallbrook Community Airpark,L18,33,21,15.0000,N,117,15,03.0000,W, Fallbrook, California, USA ,Open to the public,11,1964,no,na,na,na,na,5.89,na
Poso-Kern County Airport,L73,35,35,47.0000,N,119,07,41.8000,W, Famoso, California, USA ,Open to the public,10,1947,no,na,na,na,na,na,na
Firebaugh Airport,F34,36,51,35.9590,N,120,27,52.0830,W, Firebaugh, California, USA ,Open to the public,11,1973,no,na,na,na,na,na,na
Fort Bidwell Airport,A28,41,52,35.4000,N,120,08,47.9000,W, Fort Bidwell, California, USA ,Open to the public,05,1952,no,na,na,na,na,na,na
Scott Valley Airport,A30,41,33,28.0000,N,122,51,17.8000,W, Fort Jones, California, USA ,Open to the public,12,1949,no,na,na,na,na,8.00,na
Rohnerville Airport,KFOT,40,33,14.1890,N,124,07,57.5600,W, Fortuna, California, USA ,Open to the public,02,1947,no,na,na,na,na,7.64,na
Franklin Field Airport,F72,38,18,14.4000,N,121,25,45.5000,W, Franklin, California, USA ,Open to the public,07,1946,no,na,na,na,na,na,na
Fresno Yosemite International Airport,KFAT,36,46,35.6000,N,119,43,07.8000,W, Fresno, California, USA ,Open to the public,06,1942,yes,7.34,5.99,na,na,na,na
Fresno Chandler Executive Airport,KFCH,36,43,55.6470,N,119,49,13.1970,W, Fresno, California, USA ,Open to the public,04,1940,no,na,5.75,na,na,na,na
Sierra Sky Park Airport,E79,36,50,24.6000,N,119,52,09.8000,W, Fresno, California, USA ,Open to the public,05,1947,no,na,na,na,na,na,na
Fullerton Municipal Airport,KFUL,33,52,19.2510,N,117,58,47.2230,W, Fullerton, California, USA ,Open to the public,04,1940,yes,7.15,7.00,na,na,na,na
Garberville Airport,O16,40,05,07.5830,N,123,48,50.9290,W, Garberville, California, USA ,Open to the public,09,1950,no,na,na,na,na,7.64,na
Ward Field Airport,0O9,41,50,44.1000,N,123,59,05.2000,W, Gasquet, California, USA ,Open to the public,02,1943,no,na,na,na,na,na,na
Georgetown Airport,E36,38,55,16.0000,N,120,51,53.3000,W, Georgetown, California, USA ,Open to the public,05,1962,no,na,na,na,na,5.95,na
Nevada County Airport,KGOO,39,13,26.6000,N,121,00,09.2000,W, Grass Valley, California, USA ,Open to the public,03,1941,no,6.27,5.86,na,na,na,na
Pine Mountain Lake Airport,E45,37,51,42.0000,N,120,10,42.8000,W, Groveland, California, USA ,Open to the public,02,1970,no,na,na,na,na,5.80,na
Ocean Ridge Airport,E55,38,48,06.1470,N,123,31,49.9880,W, Gualala, California, USA ,Open to the public,10,1964,no,na,na,na,na,na,na
Gustine Airport,3O1,37,15,38.0000,N,120,57,51.3000,W, Gustine, California, USA ,Open to the public,04,1946,no,na,na,na,na,6.28,na
Half Moon Bay Airport,KHAF,37,30,48.4000,N,122,30,04.2000,W, Half Moon Bay, California, USA ,Open to the public,03,1943,no,na,na,na,na,6.13,na
Hanford Municipal Airport,KHJO,36,19,00.2000,N,119,37,39.6000,W, Hanford, California, USA ,Open to the public,04,1938,no,na,na,na,na,5.85,na
Happy Camp Airport,36S,41,47,26.4460,N,123,23,20.2000,W, Happy Camp, California, USA ,Open to the public,10,1951,no,na,na,na,na,na,na
